ACTION_TYPE,EVENTTIME,GAME_DATE,GAME_EVENT_ID,HTM,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,QUARTER,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_TIME,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME,VTM
Driving Floating Bank Jump Shot,379,20151226,3759,CHA,-141.8561,86.3261,6,1,201587,Nicolas Batum,1.0,19,1,12,382.44,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612766,Charlotte Hornets,MEM
Driving Finger Roll Layup Shot,326,20151209,5392,BOS,22.5881,41.2704,5,1,203482,Kelly Olynyk,1.0,26,1,2,328.18,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics,CHI
Jump Shot,602,20151202,4267,CHA,-196.8272,83.5423,10,4,2738,Andre Iguodala,4.0,2,1,18,605.12,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,GSW
Jump Shot,418,20151103,7609,DET,37.4413,82.0483,6,1,101145,Monta Ellis,1.0,58,1,5,419.29,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612754,Indiana Pacers,IND
Jump Shot,352,20160122,6294,BOS,-160.6393,201.2462,5,1,203096,Jared Sullinger,1.0,52,1,24,354.09,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612738,Boston Celtics,CHI
Jump Shot,528,20160115,7560,IND,19.8137,92.7047,8,2,201162,Jared Dudley,2.0,48,1,18,492.21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612764,Washington Wizards,WAS
Jump Shot,276,20151121,2776,HOU,58.1078,180.2888,4,4,201167,Arron Afflalo,4.0,36,1,25,260.26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks,NYK
Pullup Jump shot,352,20151221,8348,UTA,-152.9281,171.4191,5,2,202688,Brandon Knight,2.0,52,1,22,354.96,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612756,Phoenix Suns,PHX
Jump Shot,683,20160110,7601,MIN,108.8848,219.4118,11,4,2734,Devin Harris,4.0,23,1,24,685.53,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks,DAL
Jump Shot,134,20151104,2454,MIL,7.7849,184.9268,2,3,1626143,Jahlil Okafor,3.0,14,1,13,123.33,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,416,20151202,6885,SAS,-24.2805,322.47,6,2,203507,Giannis Antetokounmpo,2.0,56,1,24,414.69,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612749,Milwaukee Bucks,MIL
Jump Shot,510,20151208,8192,CLE,-222.9433,23.1942,8,4,202329,Al-Farouq Aminu,4.0,30,1,24,516.63,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612757,Portland Trail Blazers,POR
Jump Shot,492,20151106,9352,NYK,222.4563,5.055,8,4,202349,Greivis Vasquez,4.0,12,1,20,517.63,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks,MIL
Tip Layup Shot,203,20160118,1787,LAC,218.2387,48.8815,3,4,2730,Dwight Howard,4.0,23,1,1,209.72,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,HOU
Jump Shot,92,20151206,7342,DET,-209.4158,132.7275,1,3,203903,Jordan Clarkson,3.0,32,1,25,95.52,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL
Jump Shot,10,20151103,704,DET,-98.608,236.2591,0,4,202331,Paul George,4.0,10,1,26,13.62,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers,IND
Turnaround Jump Shot,681,20151225,5588,GSW,-108.6106,34.0226,11,4,2733,Shaun Livingston,4.0,21,1,12,683.73,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,CLE
Fadeaway Jump Shot,463,20151205,440,UTA,18.4534,92.3642,7,1,202330,Gordon Hayward,1.0,43,1,7,465.6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612762,Utah Jazz,IND
Hook Shot,610,20160123,864,DEN,-84.8368,51.121,10,2,203530,Joffrey Lauvergne,2.0,10,1,3,611.3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets,DET
Jump Shot,604,20151230,6927,DAL,114.881,225.6024,10,4,101109,Raymond Felton,4.0,4,1,23,583.01,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612742,Dallas Mavericks,GSW
Jump Shot,544,20151031,7724,WAS,30.3368,136.9851,9,3,203078,Bradley Beal,3.0,4,1,13,546.61,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612764,Washington Wizards,NYK
Jump Shot,464,20151211,3719,PHI,174.2197,190.6181,7,3,203496,Robert Covington,3.0,44,1,25,466.35,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers,DET
Step Back Jump shot,487,20151107,9392,DAL,68.7522,121.8997,8,3,202083,Wesley Matthews,3.0,7,1,25,489.6,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks,NOP
Running Reverse Layup Shot,433,20151221,2267,UTA,81.9184,91.2102,7,4,202330,Gordon Hayward,4.0,13,1,2,444.95,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz,PHX
Jump Shot,39,20160104,4599,CLE,4.6367,27.1741,0,4,202335,Patrick Patterson,4.0,39,1,25,7.65,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors,TOR
Driving Finger Roll Layup Shot,116,20160102,2304,SAS,-184.1863,118.9553,1,4,203613,Jonathon Simmons,4.0,56,1,1,98.79,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs,HOU
Jump Shot,409,20160115,8142,OKC,157.5426,186.749,6,4,201586,Serge Ibaka,4.0,49,1,24,411.93,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612760,Oklahoma City Thunder,MIN
Pullup Jump shot,218,20151231,1212,UTA,-153.4192,95.1983,3,1,202330,Gordon Hayward,1.0,38,1,17,220.36,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612762,Utah Jazz,POR
Jump Shot,90,20151104,1528,GSW,-181.6071,162.729,1,4,2738,Andre Iguodala,4.0,30,1,25,90.52,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,LAC
Jump Shot,1,20151223,3756,BKN,-217.7008,-3.58,0,2,1717,Dirk Nowitzki,2.0,1,1,22,1.62,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612742,Dallas Mavericks,DAL
Jump Shot,211,20160115,8553,OKC,-226.4742,21.3526,3,2,201586,Serge Ibaka,2.0,31,1,24,220.89,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612760,Oklahoma City Thunder,MIN
Jump Shot,36,20151230,6070,SAS,48.5203,99.6198,0,4,203462,Archie Goodwin,4.0,36,1,19,19.52,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612756,Phoenix Suns,PHX
Jump Shot,390,20160108,2948,POR,-222.8626,-4.8251,6,1,201575,Brandon Rush,1.0,30,1,22,392.78,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,GSW
Jump Shot,32,20151217,3721,CLE,-183.7527,30.3406,0,2,202683,Enes Kanter,2.0,32,1,20,34.61,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612760,Oklahoma City Thunder,OKC
Pullup Jump shot,120,20151228,7295,DAL,-4.0743,256.1572,2,4,101109,Raymond Felton,4.0,0,1,20,115.3,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks,MIL
Layup Shot,417,20151231,5853,OKC,82.3698,91.3476,6,4,200782,PJ Tucker,4.0,57,1,1,420.59,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,PHX
Dunk Shot,69,20151202,6024,CHA,165.3846,223.5938,1,3,1626163,Frank Kaminsky,3.0,9,1,0,92.76,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets,GSW
Jump Shot,537,20151128,8386,DAL,60.7665,98.4891,8,3,201589,Darrell Arthur,3.0,57,1,11,540.17,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612743,Denver Nuggets,DEN
Fadeaway Jump Shot,1,20160101,3672,CHI,-17.3586,138.1674,0,1,202703,Nikola Mirotic,1.0,1,1,8,3.25,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612741,Chicago Bulls,NYK
Layup Shot,103,20151031,5823,WAS,-12.6581,15.2697,1,2,1626170,Jerian Grant,2.0,43,1,0,96.74,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks,NYK
Jump Shot,499,20151107,6009,CHI,-21.2289,198.7356,8,1,201937,Ricky Rubio,1.0,19,1,18,502.56,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,MIN
Jump Shot,365,20151116,7064,SAS,153.4725,1.8092,6,2,200746,LaMarcus Aldridge,2.0,5,1,17,368.5,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs,POR
Jump Shot,401,20160101,5997,CHI,-185.2687,51.5767,6,2,203926,Doug McDermott,2.0,41,1,5,377.11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls,NYK
Layup Shot,694,20151125,5227,DET,197.6835,29.3615,11,1,101123,Gerald Green,1.0,34,1,0,699.32,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat,MIA
Running Layup Shot,603,20151216,5711,GSW,93.9067,36.2267,10,2,2571,Leandro Barbosa,2.0,3,1,2,626.59,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,PHX
Putback Layup Shot,385,20151125,2703,PHX,12.3539,32.0568,6,1,203458,Alex Len,1.0,25,1,1,387.84,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,NOP
Jump Shot,104,20151129,129,NYK,-226.1916,123.5947,1,4,2772,Trevor Ariza,4.0,44,1,23,109.56,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612745,Houston Rockets,HOU
Layup Shot,506,20151120,8451,LAL,-104.0328,22.5482,8,4,101150,Lou Williams,4.0,26,1,2,502.41,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,TOR
Driving Bank shot,532,20151118,3082,OKC,68.0346,265.4438,8,4,201962,Toney Douglas,4.0,52,1,9,573.03,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612740,New Orleans Pelicans,NOP
Jump Shot,148,20160111,1919,GSW,-4.2336,226.4576,2,3,201609,Goran Dragic,3.0,28,1,22,157.64,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612748,Miami Heat,MIA
Layup Shot,225,20151115,4269,LAL,63.6994,49.4483,3,1,203083,Andre Drummond,1.0,45,1,0,224.78,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Layup Shot,438,20151028,2907,MEM,-66.2729,90.1948,7,2,201144,Mike Conley,2.0,18,1,2,454.53,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612763,Memphis Grizzlies,CLE
Running Layup Shot,491,20160104,2995,CLE,155.3937,97.916,8,1,202681,Kyrie Irving,1.0,11,1,0,449.93,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers,TOR
Running Layup Shot,181,20151204,2395,NOP,219.8319,32.9634,3,4,2544,LeBron James,4.0,1,1,3,169.31,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers,CLE
Jump Shot,470,20151030,7729,BOS,-85.7098,151.1488,7,1,101135,David Lee,1.0,50,1,7,483.36,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612738,Boston Celtics,TOR
Jump Shot,16,20151102,3834,BKN,-223.5793,49.1951,0,1,201573,Jerryd Bayless,1.0,16,1,23,20.54,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612749,Milwaukee Bucks,MIL
Turnaround Jump Shot,564,20151207,4864,PHI,-127.6561,130.0459,9,4,1626143,Jahlil Okafor,4.0,24,1,4,542.15,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612755,Philadelphia 76ers,SAS
Jump Shot,503,20151216,9215,GSW,-224.3958,4.5611,8,1,201575,Brandon Rush,1.0,23,1,23,505.69,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,PHX
Driving Layup Shot,667,20151204,5723,NOP,47.2092,231.6455,11,2,201950,Jrue Holiday,2.0,7,1,1,649.09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans,CLE
Jump Shot,165,20151223,1563,CHA,-110.9385,72.2198,2,1,1626163,Frank Kaminsky,1.0,45,1,9,166.78,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612766,Charlotte Hornets,BOS
Jump Shot,64,20151027,9349,GSW,-68.0868,272.7813,1,4,201583,Ryan Anderson,4.0,4,1,29,66.92,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612740,New Orleans Pelicans,NOP
Driving Reverse Layup Shot,224,20151116,3969,MEM,92.3534,27.0823,3,3,201566,Russell Westbrook,3.0,44,1,0,228.63,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,OKC
Jump Shot,674,20151106,2873,SAC,220.4466,83.9869,11,4,203552,Seth Curry,4.0,14,1,23,660.69,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612758,Sacramento Kings,HOU
Jump Shot,24,20151107,9071,DAL,-104.0058,215.0562,0,4,101114,Deron Williams,4.0,24,1,21,47.1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks,NOP
Fadeaway Jump Shot,367,20151205,3860,CHI,30.1139,126.884,6,1,201587,Nicolas Batum,1.0,7,1,10,369.67,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612766,Charlotte Hornets,CHA
Driving Dunk Shot,340,20151129,6598,MEM,29.3908,70.3138,5,3,203960,JaKarr Sampson,3.0,40,1,0,353.28,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,PHI
Driving Floating Jump Shot,137,20151205,4720,MIN,-194.6387,15.8111,2,1,203081,Damian Lillard,1.0,17,1,5,117.66,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612757,Portland Trail Blazers,POR
Layup Shot,588,20160104,245,POR,37.3967,73.6031,9,3,201144,Mike Conley,3.0,48,1,1,609.92,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612763,Memphis Grizzlies,MEM
Driving Hook Shot,189,20151116,6499,PHI,-66.8291,69.1921,3,3,1626143,Jahlil Okafor,3.0,9,1,2,192.27,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,DAL
Layup Shot,411,20151125,7151,LAC,231.8863,9.3737,6,2,201599,DeAndre Jordan,2.0,51,1,1,409.79,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,LA Clippers,UTA
Pullup Jump shot,391,20151220,3805,BKN,-138.8403,78.1605,6,3,708,Kevin Garnett,3.0,31,1,16,394.34,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,MIN
Layup Shot,666,20151102,6464,PHI,26.0236,176.8053,11,3,201567,Kevin Love,3.0,6,1,0,666.03,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers,CLE
Jump Shot,193,20160118,9104,NYK,-46.4744,122.2313,3,1,1626143,Jahlil Okafor,1.0,13,1,12,204.41,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612755,Philadelphia 76ers,PHI
Dunk Shot,350,20160119,991,MIA,121.0561,154.3886,5,3,203089,John Henson,3.0,50,1,0,325.08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks,MIL
Jump Shot,636,20151212,7984,DET,-81.8208,80.7405,10,3,202694,Marcus Morris,3.0,36,1,14,641.93,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612765,Detroit Pistons,IND
Jump Bank Shot,585,20151127,4919,NYK,80.8369,51.6185,9,2,2547,Chris Bosh,2.0,45,1,8,588.4,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612748,Miami Heat,MIA
Jump Shot,68,20151117,8573,DET,39.4958,91.0341,1,4,2544,LeBron James,4.0,8,1,4,72.19,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612739,Cleveland Cavaliers,CLE
Jump Shot,333,20151221,1210,HOU,-227.5608,21.6733,5,4,1626163,Frank Kaminsky,4.0,33,1,24,335.29,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612766,Charlotte Hornets,CHA
Layup Shot,392,20151226,1567,BKN,-12.0384,50.0745,6,3,101162,Marcin Gortat,3.0,32,1,2,394.18,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards,WAS
Jump Shot,321,20151216,5163,GSW,-127.5477,64.5232,5,3,203458,Alex Len,3.0,21,1,16,323.86,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612756,Phoenix Suns,PHX
Driving Floating Bank Jump Shot,585,20151130,1277,ATL,-47.3786,175.606,9,3,201952,Jeff Teague,3.0,45,1,4,571.74,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612737,Atlanta Hawks,OKC
Turnaround Fadeaway shot,583,20151122,4305,NOP,-45.7513,192.4978,9,4,201583,Ryan Anderson,4.0,43,1,18,585.94,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans,PHX
Driving Layup Shot,35,20151125,5565,HOU,218.4357,-9.8755,0,4,201584,Courtney Lee,4.0,35,1,3,61.98,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612763,Memphis Grizzlies,MEM
Jump Shot,252,20151228,787,PHX,206.6111,22.2041,4,4,203933,TJ Warren,4.0,12,1,25,236.06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns,CLE
Jump Shot,703,20151211,1142,UTA,-219.402,16.0423,11,3,1626168,Trey Lyles,3.0,43,1,23,705.93,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612762,Utah Jazz,OKC
Jump Shot,416,20151124,8207,DEN,78.3647,249.6637,6,3,203914,Gary Harris,3.0,56,1,23,441.33,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612743,Denver Nuggets,LAC
Step Back Jump shot,452,20160123,6362,MIN,2.579,67.8739,7,2,2216,Zach Randolph,2.0,32,1,15,440.22,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612763,Memphis Grizzlies,MEM
Jump Shot,319,20151203,1511,UTA,93.1374,249.3912,5,2,204060,Joe Ingles,2.0,19,1,25,322.12,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612762,Utah Jazz,ORL
Jump Shot,281,20151103,2876,LAL,162.5323,187.7609,4,1,977,Kobe Bryant,1.0,41,1,24,285.01,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,DEN
Layup Shot,528,20151223,5174,LAL,-83.3602,28.6208,8,1,203460,Andre Roberson,1.0,48,1,0,539.51,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,OKC
Layup Shot,254,20151120,2618,MIN,202.472,33.4217,4,3,203083,Andre Drummond,3.0,14,1,0,228.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Jump Shot,413,20160104,7080,DET,-30.2732,256.0478,6,3,203506,Victor Oladipo,3.0,53,1,25,417.5,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612753,Orlando Magic,ORL
Jump Shot,246,20151107,1504,SAS,-3.9811,14.0922,4,1,1938,Manu Ginobili,1.0,6,1,24,240.4,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs,CHA
Jump Shot,485,20151113,5456,SAC,54.6518,120.5637,8,1,201572,Brook Lopez,1.0,5,1,13,487.11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612751,Brooklyn Nets,BKN
Floating Jump shot,521,20151118,3247,UTA,18.7587,144.135,8,3,2449,Luis Scola,3.0,41,1,12,524.43,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612761,Toronto Raptors,TOR
Driving Layup Shot,326,20160120,7936,TOR,27.5496,83.2222,5,4,202738,Isaiah Thomas,4.0,26,1,3,329.22,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics,BOS
Jump Shot,233,20151127,683,PHX,151.4449,181.8478,3,1,201939,Stephen Curry,1.0,53,1,25,234.54,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,GSW
Layup Shot,613,20151115,4191,OKC,-171.483,104.0054,10,2,101135,David Lee,2.0,13,1,0,644.66,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics,BOS
Cutting Dunk Shot,94,20160120,5220,DAL,-106.0321,88.8625,1,2,2755,Kevin Martin,2.0,34,1,0,81.5,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,MIN
Driving Dunk Shot,207,20151203,865,UTA,9.096,143.6458,3,1,202324,Derrick Favors,1.0,27,1,0,210.26,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz,ORL
Alley Oop Layup shot,700,20160104,8343,UTA,45.3061,136.0526,11,4,2730,Dwight Howard,4.0,40,1,2,705.98,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,HOU
Jump Shot,258,20151215,3585,MIN,-21.9597,269.4608,4,2,200751,Randy Foye,2.0,18,1,26,260.75,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,DEN
Floating Jump shot,666,20160112,4858,MIL,15.4894,289.9097,11,2,203503,Tony Snell,2.0,6,1,6,655.45,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls,CHI
Fadeaway Jump Shot,457,20151230,1164,ORL,-210.7952,-4.9285,7,1,201152,Thaddeus Young,1.0,37,1,16,438.77,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612751,Brooklyn Nets,BKN
Layup Shot,181,20160118,2401,LAC,112.3501,222.4971,3,1,202325,Wesley Johnson,1.0,1,1,1,180.56,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,LA Clippers,HOU
Dunk Shot,246,20151204,8993,DAL,88.4901,-7.682,4,2,203939,Dwight Powell,2.0,6,1,0,217.9,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,HOU
Putback Layup Shot,481,20151229,2851,HOU,-129.4634,148.6943,8,3,200794,Paul Millsap,3.0,1,1,0,474.5,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks,ATL
Layup Shot,35,20151121,5776,HOU,139.7918,53.9843,0,1,203991,Clint Capela,1.0,35,1,2,29.19,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,NYK
Jump Shot,2,20160105,5278,DAL,-158.6499,182.7607,0,5,1717,Dirk Nowitzki,5.0,2,1,26,17.59,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks,SAC
Jump Shot,308,20151205,2263,UTA,-62.685,231.2995,5,4,202330,Gordon Hayward,4.0,8,1,24,312.64,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612762,Utah Jazz,IND
Driving Reverse Layup Shot,282,20160121,464,NOP,-11.0127,54.1136,4,4,202704,Reggie Jackson,4.0,42,1,1,270.3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Jump Shot,191,20151207,581,NOP,129.4858,203.8564,3,1,201950,Jrue Holiday,1.0,11,1,23,193.1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612740,New Orleans Pelicans,BOS
Jump Shot,628,20151226,4187,NOP,-106.3706,256.3111,10,4,203991,Clint Capela,4.0,28,1,5,620.29,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612745,Houston Rockets,HOU
Driving Layup Shot,605,20151227,4852,MEM,85.4432,100.4828,10,4,201144,Mike Conley,4.0,5,1,0,610.09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612763,Memphis Grizzlies,LAL
Jump Shot,21,20151111,7533,BOS,-222.8674,57.5793,0,3,1626179,Terry Rozier,3.0,21,1,23,24.63,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612738,Boston Celtics,IND
Layup Shot,54,20151226,2051,NOP,-4.3483,22.5971,0,2,201951,Ty Lawson,2.0,54,1,1,56.89,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,HOU
Jump Shot,247,20151203,8721,MEM,-88.2598,168.0775,4,1,2216,Zach Randolph,1.0,7,1,17,248.87,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies,SAS
Turnaround Hook Shot,315,20151114,2723,GSW,63.7202,78.6313,5,3,201152,Thaddeus Young,3.0,15,1,10,333.28,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612751,Brooklyn Nets,BKN
Layup Shot,403,20151217,2362,LAL,21.7008,78.2733,6,4,201976,Patrick Beverley,4.0,43,1,1,405.29,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,HOU
Jump Shot,407,20151227,7277,BOS,153.1108,250.9414,6,3,2546,Carmelo Anthony,3.0,47,1,25,410.08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks,NYK
Pullup Jump shot,11,20151211,7301,UTA,-67.3331,167.9407,0,4,201142,Kevin Durant,4.0,11,1,15,37.16,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612760,Oklahoma City Thunder,OKC
Jump Shot,356,20151226,7565,MIL,-149.7868,196.5948,5,4,203082,Terrence Ross,4.0,56,1,25,359.65,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors,TOR
